state_ut,serial_no,address_raw,host_organization,year_of_sanction,type
Gujarat,9,"Khedbrahma, Distt. Sabarkantha-383255","Vice-Chancellor, Sardarkrushinagar Dantiwara Agricultural Univesity, S.K.Nagar Distt. Banaskantha, Gujarat",2004,SAU
Gujarat,10,"Arnej.Ta-Dholka, Distt. Ahemedabad-382 230","Vice Chancellor Anand Agricultural University,",2004,SAU
Gujarat,11,"Regional Rice Research Station, Vyara, Distt. Tapi .394650","Vice-Chancellor, Navsari Agricultural University, Navsari, Gujarat",2004,SAU
Gujarat,12,"Agril. Research Farm, Keria Road, Distt. Amreli-365601	Vice-Chanmcellor, Junagadh Agricultural Universtiy, Junagadh-362 001 (Gujarat)	2004 SAU",,2004,SAU
Gujarat,13,"Main Dry Farming Research Station, Targhadia, Distt. Rajkot-60003	Vice-Chanmcellor, Junagadh Agricultural Universtiy, Junagadh-362 001 (Gujarat)	2004 SAU",,2004,SAU
Gujarat,14,"Air Force Road, Distt. Jamnagar-361006	Vice-Chanmcellor, Junagadh Agricultural Universtiy, Junagadh-362 001 (Gujarat)	2004 SAU",,2004,SAU
Gujarat,15,"Khapat, Distt. Porbandar-360579	Vice-Chanmcellor, Junagadh Agricultural Universtiy, Junagadh-362 001 (Gujarat)	2004 SAU",,2004,SAU
Gujarat,16,"Po-Chaswad, Ta.Valiya, Distt. Bharuch-393130","Chairman, Bhartiya Agro Industries Foundation, Baroda",1994,NGO
Gujarat,17,"Gola Gamdi, PO-Bahadarpur, Distt. Vadodara-391125","Chairman, Mangal Bharti Bahadurpur, Baroda-391125",1994,NGO
Gujarat,18,"Ta. Kaparada, Distt. Valsad-396191","Vice-Chancellor, Gujrat Vidyapeeth, Ahmedabad-382 620",1992,DU
Gujarat,19,"Samoda, Ganwada Tal. Sidhpur, Distt. Patan-384130","Director, Sarswati Gram Vidyapeeth",1992,NGO
Gujarat,20,"Ta. Mundra, PO. Sadau, Distt. Kuchchh-370 421","Chairman, Rural Agro. Research & Development Society, Juhu, Bombay",1992,NGO
Gujarat,21,"Anand Devataj Sojitra Distt. Anand-387240	ViceChancellor Anand Agricultural University, Anand	1985 SAU",,1985,SAU
Gujarat,23,"Randheja, Distt. Gandhinagar-382620","Vice-Chancellor, Gujrat Vidyapeeth, Ahmedabad-382 620",1977,DU
Gujarat,24,"Deesa, Distt. Banaskantha-385535","Vice-Chancellor, Sardarkrushinagar Dantiwara Agricultural Univesity, S.K.Nagar Distt. Banaskantha, Gujarat.",1976,SAU
Gujarat,25,"Devgarh Baria, Distt. Dahod-389380	ViceChancellor Anand Agricultural University, Anand	1976 SAU",,1976,SAU
Gujarat,26,"RRS Kukma, Bhuj Distt.- Kutch (Gujarat)",Director Central Arid Zone Reserch Insttitute(ICAR) Jodhpur-342005(Rajasthan)	ICAR,16/11/2010,
Gujarat,27,"Cotton Research Station, Athwaline Distt. Surat","The Vice Chancellor Navsari Agricultural University, Navsari – 396 450 (Gujarat)",13/10/2011,SAU
Gujarat,28,"TDS Farm, Pipalia, Ta. - Dhoraji, Distt. – Rajkot (Gujarat)","The Vice Chancellor, Junagadh Agricultural University, Junagadh-362 001 (Gujarat)",16/03/2012,ICAR
Gujarat,29,Distt. – Banaskantha (Gujarat),"The Vice Chancellor, Sardarkrushinagar Dantiwara Agricultural Univesity, S.K.Nagar Distt. Banaskantha, Gujarat.",12/03/2015,ICAR
Gujarat,30,Distt. – Morbi (Gujarat),"The Vice Chancellor, JAU, Junagarh, Gujarat",18/10/2016,ICAR
Goa,1,"Panaji, Goa Distt. South Goa-	Directorate of Agriculture, Government of Goa Panaji	2004 State Govt.",,2004,State Govt
Goa,2,"Krishi  ICAR Research Complex for Goa, Ela, Old Goa Taluka Tiswadi, Distt. North Goa-403 402","Director, ICAR Complex, Ela, Old Goa-403202",1984,ICAR
Chhattisgarh,3,"At Dumerbahar (Pathalgaon), Distt. Jashpur-","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2007,SAU
Chhattisgarh,4,"Vill. Singarbhata (Indrapratha), Distt. Kanker-","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2007,SAU
Chhattisgarh,5,"Govenrment Farm at Surgi, Distt. Rajanandangaon-","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2007,SAU
Chhattisgarh,6,Distt. Korba,"Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2006,SAU
Chhattisgarh,7,"Kendriya Vidyalaya, Distt. Dantewada-","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2005,SAU
Chhattisgarh,8,"Bhapradih Irrigation Colony Balodabazar Road, Bharatpara, Distt. Balodabazar-493 118","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2004,SAU
Chhattisgarh,9,"Near district Panchayat, Janjgir, Distt. Janjgir-Champa-495668","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2004,SAU
Chhattisgarh,10,Distt. Raigarh-496001,"Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2004,SAU
Chhattisgarh,11,"Polytechnic Campus, RUDRI, Distt. Dhamtari-493773","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2004,SAU
Chhattisgarh,12,"Trimurty Colony, Distt. Mahasamund","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",2004,SAU
Chhattisgarh,13,"P.Box No.03, Ajirma Farm,,Ambikapur Distt. Surguja-497 00","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",1994,SAU
Chhattisgarh,14,"P.Box. No. 6, Anjora, Dist Durg-491001","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",1992,SAU
Chhattisgarh,15,"Kumharwand Farm , Jagdalpur, Distt. Bastar-494 005","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",1992,SAU
Chhattisgarh,16,"Sarkanda Farm, Distt. Bilaspur-49500","Vice-Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Raipur-492 021",1984,SAU
Chhattisgarh,17,"Village, Jaber, Balrampur Tehsil, Distt. Surguja Chhatisgarh","Vice Chancellor, Indira Gandhi Agricultural University, Krishak Nagar, Raipur-492006 (Chhatisgarh)",2011,SAU
Chhattisgarh,18,"Govt. Agricultural Farm, Kerlapal, Narayanpur Chhattisgarh","Vice Chancellor, Indira Gandhi Agricultural University, Krishak Nagar,Raipur-492006 Chhatisgarh",2011,SAU
Chhattisgarh,19,"Village – Kokdi, Gariyaband Block, Distt. Gariyaband Chhattisgarh","Vice Chancellor, Indira Gandhi Agricultural University, Krishak Nagar, Raipur-492006 Chhatisgarh",2011,SAU
Chhattisgarh,20,"Vill. Panarapura, Distt. – Bijapur","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya (IGKV), Krishak Nagar, Raipur -402 007",2012,SAU
Chhattisgarh,21,Raipur (Chhattisgarh),"The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya (IGKV), Krishak Nagar, Raipur -402 007",2016,SAU
Chhattisgarh,22,Dist.Surguja (Chhattisgarh),"The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya (IGKV), Krishak Nagar, Raipur -402 007",2017,SAU
Chhattisgarh,23,"Village Jhal,Distt. Bemetara, Chhattisgarh","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya (IGKV), Krishak Nagar, Raipur -402 007",2017,SAU
Chhattisgarh,24,"Village Gidhpuri & Chatarkhar, Distt. Mungeli, Chhatisgarh","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya (IGKV), Krishak Nagar, Raipur -402 007",2017,SAU
Chhattisgarh,25,"Tropical Fruit Research Station,Keshra, Mainpat,Distt. Surguja, Chhattisgarh.","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya (IGKV), Krishak Nagar, Raipur -402 007",2017,SAU
Chhattisgarh,26,"Village Araud, Distt. Balod, Chhattisgarh.","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Krishak Nagar, Raipur-492 006",2018,SAU
Chhattisgarh,27,"Village Murtonda, Distt. Sukma, Chhattisgarh.","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Krishak Nagar, Raipur-492 006",2018,SAU
Chhattisgarh,28,"Village Purvi Borgaon,Distt. Kondagaon Chhattisgarh, .","The Vice Chancellor, Indira Gandhi Krishi Vishwavidyalaya, Krishak Nagar, Raipur-492 006",2019,SAU
Madhya Pradesh,1,"Village Hamirpur, Distt. Datia-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2007,SAU
Madhya Pradesh,2,"Vilalge Aawari, Distt. Ahoknagar-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2007,SAU
Madhya Pradesh,3,"Village Shankarpura Khurd and Sandas Khurd, Distt. Burhanpur-","President, Lokmatas Devi Ahilya Bai Holkar Social National Mission, Maszid Comnplex, Shanwara, Burhanpur-450331, M.P.",2007,NGO
Madhya Pradesh,5,"C/o S.K. Tripathi House No.207, Near Subha Motor, Katla, Distt. Mandla-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2006,SAU
Madhya Pradesh,6,"Bataggakhurd, Distt. Badwani","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2006,SAU
Madhya Pradesh,7,"Vill. Darbrohatrict, Distt. Umaria-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2006,SAU
Madhya Pradesh,8,"MP State Seeds and Farm Development Corporation, Vill-Baroda, Distt. Sheopur-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2006,SAU
Madhya Pradesh,9,"Balgarh Farm, PO. Balgarh, Distt. Dewas-455111","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2005,SAU
Madhya Pradesh,10,"PO. Katangi Kala,Village Padaria, Distt. Katni-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2005,SAU
Madhya Pradesh,11,"Nowgaon, Pan Reserarch Centre, Distt. Chhatarpur-472001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2005,SAU
Madhya Pradesh,12,"Faehpur, Distt. Shivpur-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2005,SAU
Madhya Pradesh,13,"Powarkheda, Distt. Hoshangabad-461 110","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,14,"PO. Jaura Khurd, AB Road, Distt. Morena-476001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,15,"Zonal Agriculture Research Station, Bamhori, PO. Rajaua, Distt. Sagar-470 002","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,16,"Zonal Agricultural Research Station, Distt. Khargone-451 001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,17,"Girwar Farm, Distt. Shajapur-465001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,19,"College of Horticulture, Distt. Mandsaur-458001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,20,Distt. Jabalpur-482 004,"Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,21,Distt. Harda-,"Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,22,"Jaisawal Quarters, Civil Ward No.2, Distt. Damoh-470661","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,23,"Shashtri Bhawan, Station Gunj Area, Distt. Narsinghpur-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2004,SAU
Madhya Pradesh,24,"Bbhoj Near Village Naktara, PO.Bankhedi, NH-86 Ext., Raisen Sagar Road, Distt. Raisen-466 551","Secretary, PDKVAAS,",2004,NGO
Madhya Pradesh,25,"Tribal Agricultural Research Station, Distt. Dindori-481 880","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2003,SAU
Madhya Pradesh,26,"College of Agriculture, Distt. Gwalior-474002","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2003,SAU
Madhya Pradesh,27,"Kuthulia Farm, Distt. Rewa-486 001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2003,SAU
Madhya Pradesh,28,"Betul Bazar, Distt. Betul-460004","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2002,SAU
Madhya Pradesh,29,"Laxmipur, Distt. Panna-488001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2002,SAU
Madhya Pradesh,30,"Post Box No.18, Distt. Dhar-454 001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2002,SAU
Madhya Pradesh,31,"CRDE, Vill-Sewania Ichhwar, Distt. Sehore-462043	The","Chairman, Centre for Rural Dev. & Environment, Bhopal",1999,NGO
Madhya Pradesh,32,"Etawa Road, Distt. Bhind-477001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1997,SAU
Madhya Pradesh,33,"Kasturba Gandhi National Memorial Trust Kasturabagram , Khandwa Road, Distt. Indore-452 020","Chairman, Kasturba Gandhi Natinoal Memorial Trust, Kasturva Gram, Indore",1996,NGO
Madhya Pradesh,34,"College of Agriculture, Jaswadi Road, Distt. Khandwa-450 001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1994,SAU
Madhya Pradesh,35,"Kundeshwar, Distt. Tikamgarh-472001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1994,SAU
Madhya Pradesh,36,"Block Office Compound, Distt. Seoni-480 661","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1994,SAU
Madhya Pradesh,37,"Kothi Bagh, Biaora, Distt. Rajgarh-465 661","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1994,SAU
Madhya Pradesh,38,Raghogarh Naka Aron Distt. Guna-473 101,"Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1994,SAU
Madhya Pradesh,39,"Shiksha Samiti, Kalukheda, Distt. Ratlam-457339","President, Kalukheda Shiksha Samiti,",1994,NGO
Madhya Pradesh,40,Karaundia Distt. Sidhi-486 661,"Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1992,SAU
Madhya Pradesh,41,"Tehnical School Campus, Rewa Road, Distt. Shahdol-484 001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1992,SAU
Madhya Pradesh,42,"Badgaon, PO. Pala Distt. BalaghAt.481115","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1992,SAU
Madhya Pradesh,43,"Sri Malwa Mahila Vikas Samiti PO. Sirjon, Distt. Vidisha-464228","President, Malwa Mahila Vikas Samiti, 32, Niyamatpura, Shajanabad,",1992,NGO
Madhya Pradesh,44,"Majhgaon, Distt. Satna-485 331","Chairman, Deen Dayal Research Institute, Rani Jhansi Road, New Delhi",1992,NGO
Madhya Pradesh,45,"JNKVV Farm, Rajgarh Naka, Distt. Jhabua-457661","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1984,SAU
Madhya Pradesh,46,"Chandangaon, Distt. Chhindwara-480001","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",1983,SAU
Madhya Pradesh,47,"Berasia Road, Distt. Bhopal-462 038","Director, CIAE (ICAR), Nabibagh, Berasia Road, Bhopal-462 038",1979,ICAR
Madhya Pradesh,48,"Deora,Tehsil, Distt. Singrauli-462 038","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2017,SAU
Madhya Pradesh,49,"Vill.Borekhed, Distt. Alirajpur-462 038","Vice-Chancellor, Rajmata Vijayraje Sciendia Krishi Vishwa Vidyalaya , Race Cource Road, Gwalior 474002 Madhya Pradesh",2017,SAU
Madhya Pradesh,50,"Vill.Jagpura, Distt. Agar Malwa","Vice-Chancellor, Rajmata Vijayraje Sciendia Krishi Vishwa Vidyalaya , Race Cource Road, Gwalior 474002 Madhya Pradesh",2017,SAU
Madhya Pradesh,51,"Village Deora, , Distt. Singrauli, Madhya Pradesh.","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2017,SAU
Madhya Pradesh,52,"Vill.Manawar-Semalda, Distt. Dhar","Vice-Chancellor, Rajmata Vijayraje Sciendia Krishi Vishwa Vidyalaya , Race Cource Road, Gwalior 474002 Madhya Pradesh",2018,SAU
Madhya Pradesh,53,"Village Bijora, Tehsil Devori, Distt. Sagar, Madhya Pradesh-","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2020,SAU
Madhya Pradesh,54,"Village Bijora, Tehsil Devori, Distt. Chhindwara, Madhya Pradesh -","Vice-Chancellor, Jawaharlal Nehru Krishi Viswavidyalaya, Jabalpur-482 004",2019,SAU
Tamil Nadu,1,Ariyalur	The,"Secretary, CREED, 23, Arangaanatha Nagar Chidambaram, Distt. Cuddalore Tamilnadu-608001",2009,NGO
Tamil Nadu,2,"State Seed Farm, Papparappaty, Pennagaram Tk Distt. Dharmapuri-636 809","Vice-Chancellor, Tamil Nadu Agricultural Unviersity, Coimbatore",2006,SAU
Tamil Nadu,3,"Regional Research Station, Kovilangulam, Aruppukottai Distt. Virudhunagar-626107","Vice Chancellor, Tamil Nadu Agricultural University, Coimbatore, Tamil Nadu.",2006,SAU
Tamil Nadu,4,"Puluderi, Kulithalai, Distt. Karur-623313	Managing Trustee Saraswati Foundation for Rural Development and Training, 12/5.Sandilya Apartments, Jagadambal Colony, Iind Street Royapettah, Chennai-600 014	2005 NGO",,2005,NGO
Tamil Nadu,5,"Valikandapuram, Distt. Perambalur-621 115	St John Educational Trust Perambalur	2004 NGO",,2004,NGO
Tamil Nadu,6,"National Pulse Research Centre, VambanColony, Distt. Pudukottai-622303","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,7,"Coastal Saline Research Centre, Distt . Ramnathapuram-623503","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,8,"Horticultural Research Station, Pechiparai, Distt. Kanyakumari-629161","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,9,"Agricultural College & Research Institute, Distt. Madurai-625 104","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,10,"Oilseeds Research Station, Tindivanam, Distt. Villupuram-604 001","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,11,"Virinjipuram, Distt. Vellore-632 104","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,12,"Tirur, Distt. Thiruvallur-602 025","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,13,Needamangalam Distt. Tiruvarur-614 404,"Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,14,"Sikkal, Distt. Nagapattinam-611 108","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",2004,SAU
Tamil Nadu,15,"Veterinary College & Research Institute, Distt. Namakkal-637 0017","Vice-Chancellor, TN University of Veterinary and Animal Science, Chennai-600051",2004,SAU
Tamil Nadu,16,"Kundrakudi, Distt. Shivagangai-630 206","Vice-Chancellor, TN University of Veterinary and Animal Science, Madras-600051",1996,SAU
Tamil Nadu,17,"Usilampatti, Manyeripatti (BPO) Distt. Thanjavur-613 402","President, Bhatavasalam Memorial Trust,596,A-1 & As,TNHB Periyar Nagar, Koratur, Chennai-600080",1995,NGO
Tamil Nadu,18,"Vegaikulam, Mudivithanedal Post, Distt. Tuticorin-628102","Chairman SCAD , 2 Salai Street, Vannarpettai Tirunelvelli",1995,NGO
Tamil Nadu,19,"Sandhiyur Mallur via, Distt. Salem-636 203","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",1994,SAU
Tamil Nadu,20,"Kamatchipuram, Distt. Theni-625 520","Chairman, Centre for Deve. & Communication Trust, 89-1/B-3West Street Kamatchipuram S.O. Theni, Madurai-625 520",1994,NGO
Tamil Nadu,21,"Urmelalagian, Ayikudi PO. Tenkasi (TK) Distt. Tirunelveli-627 852","Chairman, RVS Education Trust,Karur Road RVS Nagar,Dindigul-624 004",1994,NGO
Tamil Nadu,22,Mallinayanapalli (PO) Elumichangiri-635120 Distt. Krishanagiri,"President, Tamilnadu Board of Rural Deve., No.13/3,II Floor Crescent Park Street, T.Nagar, Chennai-500017",1994,NGO
Tamil Nadu,23,"Kilnelli Village, Chithathur Post Cheyyar TK, Distt. Tiruvannamalai-604 410","President, Tamilnadu Board of Rural Deve., No.13/3,II Floor Crescent Park Street, T.Nagar, Chennai-500017",1991,NGO
Tamil Nadu,24,"57, Bharathi Street, Gobichettipalayam, Distt. Erode-638 452	Executive","Secretary, MYRADA, No.2 Service, Domlur Layout, Banglore-560071",1991,NGO
Tamil Nadu,25,"Gandhigram, Distt. Dindigul-624 302	Chancellor Gandhigram Rural Institute., Gandhigram-624302, Dindigul	1989 DU",,1989,DU
Tamil Nadu,26,"Vridhachalam, Dist Cuddalore-606 001","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",1985,SAU
Tamil Nadu,27,"Kattankulathur Post Kattupakkam, Distt. Kancheepuram-603 203","Vice-Chancellor, Tamil Nadu Vet.&Animal Sciences University, Madhavaram Milk Colony Chennai-600 051",1985,SAU
Tamil Nadu,28,"UPASI  Glenview,Coonoor, Distt. Nilgiris-643101","Secretary,-General UPASI, Glenview,P.B.-11 Coonoor-643101Nilgiri Distt.",1983,NGO
Tamil Nadu,29,"PO. Vivekanandapuram, Seeliyur, Karamadai Block, Distt. Coimbatore-641 113	The","Secretary, Sri Avinashilingam Institute of Higher Educational and Home Science, Coimbatore-641113",1979,DU
Tamil Nadu,30,"Sirugamani, Distt. Trichirappali-639115","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore-641 003",1977,SAU
Tamil Nadu,31,"Kural, Chinnasalem, Distt. Villupuram","Vice-Chancellor, Tamil Nadu Vet.&Animal Sciences University, Madhavaram Milk Colony Chennai-600 051",2019,SAU
Tamil Nadu,32,"Village State Seed Farm Pongalur, Palladam Taluk,Distt Tiruppur, Tamil Nadu","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore, Tamil Nadu-641 003",2019,SAU
Tamil Nadu,33,"HRS Woodhouse farm, ooty,Nilgirs Tamil Nadu","Vice-Chancellor, Tamil Nadu Agricultural University, Coimbatore, Tamil Nadu-641 003",2022,SAU
Puducherry,1,"Kurambapet, Distt. Puducherry-605 009","Director, of Agriculture Govt. of Pondichery, Chief Secretariat Bldg. Puducherry	1994 State Govt.",1994,State Govt
Puducherry,2,"Madur, Distt. Karaikal-609 607	Diector of Agriculture Govt. of Pondichery",Chief Secretariat Bldg. Puducherry-605 001	1974 State Govt. 3 Krishi Vigyan Kendra Village -Mettacur Revenue of Yaman,1974,State Govt
Andhra Pradesh,1,"DCMS Bulding ,Kamalanagar Anantapur-515001, Andhra Pradesh","Vice Chancellor Acharya N.G.Ranga Agricultural University, Rajendra Nagar Hyderabad-500030",1983,SAU
Andhra Pradesh,2,"Acharya N.G. Ranga Agricultural University, # 8-881, Jainagar Colony Kalyandurg, Anantapur515761, Andhra Pradesh","Vice Chancellor Acharya N.G.Ranga Agricultural University, Rajendra Nagar Hyderabad-500030",2010,SAU
Andhra Pradesh,3,"RASS – Acharya Ranga  Karakambadi post, Renigunta mandal Chittoor dt – 517 520	Chittoor, Rashtriya Seva Samithi (RASS) , Sevanilayam, AIR bypass road, Tirupati – 517 501	1992 SAU @",,1992,SAU
Andhra Pradesh,4,"Programme Co-coordinator Kalikiri, Chittoor dist. Chittoor dt –Andhra Pradesh-517234","Vice Chancellor Acharya N.G.Ranga Agricultural University, Rajendra Nagar Hyderabad-500030	20012 @",,SAU
Andhra Pradesh,5,"(Central Tobacco Research Institute) , Kalavacharla,Rajanagaram Mandal, East Godavari District-533 297","Director, ICAR- Central Tobacco Research , Institute, Rajahmundry -533 105 East Godavari district, @",1983,ICAR
Andhra Pradesh,6,"Garudapuram Village, Kalyandurg Mandal, Distt. Anantapur","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030	26.07.10 @",,SAU
Andhra Pradesh,8,"Lam, Guntur. 522034","Vice-Chancellor, Sri Venkateswara Veterinary University, Tirupati – 517 502	2012 @",2012,SAU
Andhra Pradesh,9,"Utukur, Kadapa Y.S.R. district - 516003","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030",1993,SAU
Andhra Pradesh,11,"Agricultural Research Station, Ghantasala – 521 133Krishna","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030",2012,SAU
Andhra Pradesh,12,"- Upstairs Andhra Bank, Yemmiganur 518360, Kurnool District","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030",2010,SAU
Andhra Pradesh,14,"Mini By Pass Road Opp. Royal Enfield show room Distt. B.V.Nagar, Nellore – 524004","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030	2004 S AU",2004,
Andhra Pradesh,15,"Agril. Research Station PO: Darsi, Prakasam – 523247","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030",1999,SAU
Andhra Pradesh,16,"CTRI Premises, Kandukru 523 105 Prakasam Dist.","Director, ICAR- Central Tobacco Research Institute, Rajahmundry -533 105East Godavari district",2012,ICAR
Andhra Pradesh,17,"Programme Coordinator,  Amadalavalasa, Srikakulam – 532 185","Vice-Chancellor, Acharya N.G. Ranga Agricultural University, Rajendranagar, Hyderabad-500030	1985-86",1985,SAU
Andhra Pradesh,18,"BCT –  BCT Farm Complex,Haripuram, Rambilli Mandal, Visakhapatnam Distt.-531061 Chariman, Bhagavatula Charitable Trust, BCT Farm Complex, Haripuram, Rambilli Mandal, Visakhapatnam Distt.- 531061 1995 NGO",,1995,NGO
